"activity"	"source"	"subjectId"	"type"	"feature"	"average"
"3791"	"SITTING"	"train"	15	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.978126998813559
"3792"	"SITTING"	"train"	15	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.987011024745763
"3793"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationMeanX"	0.280768574492754
"3794"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeMeanX"	-0.0412014042275362
"3795"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeMeanY"	-0.0574525433043478
"3796"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeMeanZ"	0.0795736310463768
"3797"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.0957204520289855
"3798"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0450369280637681
"3799"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0588371273536232
"3800"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationMeanY"	-0.0102497939956522
"3801"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.961879680724638
"3802"	"SITTING"	"train"	16	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.961879680724638
"3803"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.987472699130435
"3804"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.946417382463768
"3805"	"SITTING"	"train"	16	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.992444606231884
"3806"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanX"	-0.987043828985507
"3807"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanY"	-0.961456685507246
"3808"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.959552230434783
"3809"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	-0.00757859632753623
"3810"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	0.149987934068116
"3811"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	0.131560420550725
"3812"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationMeanZ"	-0.0891404038405797
"3813"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanX"	-0.990964251304348
"3814"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanY"	-0.981752167391304
"3815"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanZ"	-0.981178036811594
"3816"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.203452532052174
"3817"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.027202812815942
"3818"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.0110173707550725
"3819"	"SITTING"	"train"	16	"Mean"	"timeGravityAccelerationMeanX"	0.942457377971014
"3820"	"SITTING"	"train"	16	"Mean"	"timeGravityAccelerationMeanY"	-0.086588253942029
"3821"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanX"	-0.978632856956522
"3822"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanY"	-0.96679600173913
"3823"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanZ"	-0.960058264057971
"3824"	"SITTING"	"train"	16	"Mean"	"timeGravityAccelerationMeanZ"	0.0892682200463768
"3825"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanFrequencyX"	0.138693078721014
"3826"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.174805735936232
"3827"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.207112798289855
"3828"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMagnitudeMean"	-0.958335480724638
"3829"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.240617264101449
"3830"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.983968635942029
"3831"	"SITTING"	"train"	16	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.320055144681159
"3832"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMagnitudeMean"	-0.954060994347826
"3833"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	0.000688060278260866
"3834"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.989363136376812
"3835"	"SITTING"	"train"	16	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.232631765847826
"3836"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationJerkMeanX"	0.0734346720289855
"3837"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationJerkMeanY"	0.00985642890855072
"3838"	"SITTING"	"train"	16	"Mean"	"timeBodyAccelerationJerkMeanZ"	-0.0115030575052174
"3839"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeStandardDeviationX"	-0.981037373333333
"3840"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeStandardDeviationY"	-0.958336595507246
"3841"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeStandardDeviationZ"	-0.960287831304348
"3842"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.98958327942029
"3843"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.990621793333333
"3844"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.988364321449275
"3845"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.941051236086957
"3846"	"SITTING"	"train"	16	"Std"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.941051236086957
"3847"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.983615334057971
"3848"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.937942404637681
"3849"	"SITTING"	"train"	16	"Std"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.988261252608696
"3850"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationStandardDeviationX"	-0.986892418405797
"3851"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationStandardDeviationY"	-0.949829260434783
"3852"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationStandardDeviationZ"	-0.934652146521739
"3853"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.991567867681159
"3854"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.983230774492754
"3855"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.984362469130435
"3856"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.986825605362319
"3857"	"SITTING"	"train"	16	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.982057861449275
"3858"	"SITTING"	"train"	16	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.954343752463768
"3859"	"SITTING"	"train"	16	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.964270052318841
"3860"	"SITTING"	"train"	16	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.980158243333333
"3861"	"SITTING"	"train"	16	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.968023206956522
"3862"	"SITTING"	"train"	16	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.945813561478261
"3863"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.951607872463768
"3864"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.942588250115942
"3865"	"SITTING"	"train"	16	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.982190554782609
"3866"	"SITTING"	"train"	16	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.938863215072464
"3867"	"SITTING"	"train"	16	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.987506348985507
"3868"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.939672247101449
"3869"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.990861134782609
"3870"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.981800970724638
"3871"	"SITTING"	"train"	16	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.983487212898551
"3872"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationMeanX"	0.2773570196875
"3873"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeMeanX"	-0.042549159015625
"3874"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeMeanY"	-0.0669245931234375
"3875"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeMeanZ"	0.0860053803375
"3876"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.094247696875
"3877"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0411134199378125
"3878"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.051090324421875
"3879"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationMeanY"	-0.014156274084375
"3880"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.97274734640625
"3881"	"SITTING"	"train"	17	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.97274734640625
"3882"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.99281471515625
"3883"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.967177744375
"3884"	"SITTING"	"train"	17	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.996334795
"3885"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanX"	-0.9939693815625
"3886"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanY"	-0.96992798921875
"3887"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.97484160453125
"3888"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	0.0284866289765625
"3889"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	0.135749049678125
"3890"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	0.183913630364062
"3891"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationMeanZ"	-0.11362408509375
"3892"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanX"	-0.99454262109375
"3893"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanY"	-0.9883274196875
"3894"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanZ"	-0.9888280653125
"3895"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.232009757914063
"3896"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyY"	0.0885338998796875
"3897"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.099508166859375
"3898"	"SITTING"	"train"	17	"Mean"	"timeGravityAccelerationMeanX"	0.94488374765625
"3899"	"SITTING"	"train"	17	"Mean"	"timeGravityAccelerationMeanY"	-0.002814673171875
"3900"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanX"	-0.98841106765625
"3901"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanY"	-0.98879397953125
"3902"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanZ"	-0.98161709828125
"3903"	"SITTING"	"train"	17	"Mean"	"timeGravityAccelerationMeanZ"	-0.135803881679687
"3904"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanFrequencyX"	0.167684958779688
"3905"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.148799346228125
"3906"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.123430240928125
"3907"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMagnitudeMean"	-0.973626755
"3908"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.126009669051562
"3909"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.99142725046875
"3910"	"SITTING"	"train"	17	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.38152125453125
"3911"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMagnitudeMean"	-0.98336929234375
"3912"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.0181759388351563
"3913"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.995204564375
"3914"	"SITTING"	"train"	17	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.3586823609625
"3915"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationJerkMeanX"	0.075070986171875
"3916"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationJerkMeanY"	0.0056097104915625
"3917"	"SITTING"	"train"	17	"Mean"	"timeBodyAccelerationJerkMeanZ"	-0.0015544841534375
"3918"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeStandardDeviationX"	-0.98963832578125
"3919"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeStandardDeviationY"	-0.98612868078125
"3920"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeStandardDeviationZ"	-0.9797052259375
"3921"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.9952559371875
"3922"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.9949818809375
"3923"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.9938412575
"3924"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.96506519109375
"3925"	"SITTING"	"train"	17	"Std"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.96506519109375
"3926"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.99144649921875
"3927"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.97541025484375
"3928"	"SITTING"	"train"	17	"Std"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.994446755625
"3929"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationStandardDeviationX"	-0.99465731359375
"3930"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationStandardDeviationY"	-0.959789141875
"3931"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationStandardDeviationZ"	-0.96292107328125
"3932"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.9946131621875
"3933"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.98991581109375
"3934"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.99081824828125
"3935"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.9944439053125
"3936"	"SITTING"	"train"	17	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.99004126046875
"3937"	"SITTING"	"train"	17	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.984813098125
"3938"	"SITTING"	"train"	17	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.9809696453125
"3939"	"SITTING"	"train"	17	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.99019661703125
"3940"	"SITTING"	"train"	17	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.9667201059375
"3941"	"SITTING"	"train"	17	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.9566106440625
"3942"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.96185862984375
"3943"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.9653996796875
"3944"	"SITTING"	"train"	17	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.99031962640625
"3945"	"SITTING"	"train"	17	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.97471085296875
"3946"	"SITTING"	"train"	17	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.99362452375
"3947"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.96572919578125
"3948"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.99434060296875
"3949"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.98863700234375
"3950"	"SITTING"	"train"	17	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.990529261875
"3951"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationMeanX"	0.273830316164384
"3952"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeMeanX"	-0.0214151280054795
"3953"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeMeanY"	-0.0520207886438356
"3954"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeMeanZ"	0.0968980718168493
"3955"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.100986131452055
"3956"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0425170215068493
"3957"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0590801684246575
"3958"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationMeanY"	-0.016739260030137
"3959"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.962074065616438
"3960"	"SITTING"	"train"	19	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.962074065616438
"3961"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.986423976027397
"3962"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.942229043835616
"3963"	"SITTING"	"train"	19	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.989450316575342
"3964"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanX"	-0.979238031780822
"3965"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanY"	-0.960763181917808
"3966"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.96633509109589
"3967"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	-0.315288055164384
"3968"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	-0.00741060234232877
"3969"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	-0.00357815742876712
"3970"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationMeanZ"	-0.10870765430137
"3971"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanX"	-0.986775590136986
"3972"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanY"	-0.979141571643836
"3973"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanZ"	-0.98398048
"3974"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.091700311709589
"3975"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.0925759101945205
"3976"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.0185381853307808
"3977"	"SITTING"	"train"	19	"Mean"	"timeGravityAccelerationMeanX"	0.581371509041096
"3978"	"SITTING"	"train"	19	"Mean"	"timeGravityAccelerationMeanY"	0.360343534657534
"3979"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanX"	-0.981743664931507
"3980"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanY"	-0.968188675753425
"3981"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanZ"	-0.968235777945205
"3982"	"SITTING"	"train"	19	"Mean"	"timeGravityAccelerationMeanZ"	0.489126594657534
"3983"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.0192868116287671
"3984"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.39302195830137
"3985"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.147366971379452
"3986"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMagnitudeMean"	-0.962632577945206
"3987"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	-0.0538580142455342
"3988"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.983751646712329
"3989"	"SITTING"	"train"	19	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.268456602178082
"3990"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMagnitudeMean"	-0.964238768493151
"3991"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.192451620806849
"3992"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.986727418493151
"3993"	"SITTING"	"train"	19	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.0978646251164384
"3994"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationJerkMeanX"	0.0753747129191781
"3995"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationJerkMeanY"	0.0137921005843836
"3996"	"SITTING"	"train"	19	"Mean"	"timeBodyAccelerationJerkMeanZ"	0.00173106800213699
"3997"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeStandardDeviationX"	-0.984625306849315
"3998"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeStandardDeviationY"	-0.959758309589041
"3999"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeStandardDeviationZ"	-0.96559497630137
"4000"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.988464752739726
"4001"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.987465915068493
"4002"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.98531069
"4003"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.951755657260274
"4004"	"SITTING"	"train"	19	"Std"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.951755657260274
"4005"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.984205184931507
"4006"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.950491807945205
"4007"	"SITTING"	"train"	19	"Std"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.985831284657534
"4008"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationStandardDeviationX"	-0.975204245342466
"4009"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationStandardDeviationY"	-0.948053070136986
"4010"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationStandardDeviationZ"	-0.947514931780822
"4011"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.988576991369863
"4012"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.980999857671233
"4013"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.988151915753425
"4014"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.976357663013699
"4015"	"SITTING"	"train"	19	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.985576048219178
"4016"	"SITTING"	"train"	19	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.955598610136986
"4017"	"SITTING"	"train"	19	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.967869249178082
"4018"	"SITTING"	"train"	19	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.969355010136986
"4019"	"SITTING"	"train"	19	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.96996981369863
"4020"	"SITTING"	"train"	19	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.960394960821918
"4021"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.950388943972603
"4022"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.952802277671233
"4023"	"SITTING"	"train"	19	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.983687272739726
"4024"	"SITTING"	"train"	19	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.950484417260274
"4025"	"SITTING"	"train"	19	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.985416444657534
"4026"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.951929615068493
"4027"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.987043285479452
"4028"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.979267729041096
"4029"	"SITTING"	"train"	19	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.986704740273973
"4030"	"SITTING"	"train"	21	"Mean"	"timeBodyAccelerationMeanX"	0.277539616823529
"4031"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeMeanX"	-0.0198712820612471
"4032"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeMeanY"	-0.0653077503317647
"4033"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeMeanZ"	0.0831326042823529
"4034"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.101114775129412
"4035"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0391483428502824
"4036"	"SITTING"	"train"	21	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0526409877294118
"4037"	"SITTING"	"train"	21	"Mean"	"timeBodyAccelerationMeanY"	-0.0144009705494118
"4038"	"SITTING"	"train"	21	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.974734999411765
"4039"	"SITTING"	"train"	21	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.974734999411765
"4040"	"SITTING"	"train"	21	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.985947225176471
